module_name,rel_path,remove,category,reason
snd-soc-wm8737,kernel/sound/soc/codecs/snd-soc-wm8737.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8741,kernel/sound/soc/codecs/snd-soc-wm8741.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8750,kernel/sound/soc/codecs/snd-soc-wm8750.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8753,kernel/sound/soc/codecs/snd-soc-wm8753.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8770,kernel/sound/soc/codecs/snd-soc-wm8770.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8776,kernel/sound/soc/codecs/snd-soc-wm8776.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8782,kernel/sound/soc/codecs/snd-soc-wm8782.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8804,kernel/sound/soc/codecs/snd-soc-wm8804.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8804-i2c,kernel/sound/soc/codecs/snd-soc-wm8804-i2c.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8804-spi,kernel/sound/soc/codecs/snd-soc-wm8804-spi.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8903,kernel/sound/soc/codecs/snd-soc-wm8903.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8904,kernel/sound/soc/codecs/snd-soc-wm8904.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8940,kernel/sound/soc/codecs/snd-soc-wm8940.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8960,kernel/sound/soc/codecs/snd-soc-wm8960.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8961,kernel/sound/soc/codecs/snd-soc-wm8961.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8962,kernel/sound/soc/codecs/snd-soc-wm8962.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8974,kernel/sound/soc/codecs/snd-soc-wm8974.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8978,kernel/sound/soc/codecs/snd-soc-wm8978.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8985,kernel/sound/soc/codecs/snd-soc-wm8985.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wm8998,kernel/sound/soc/codecs/snd-soc-wm8998.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wsa881x,kernel/sound/soc/codecs/snd-soc-wsa881x.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wsa883x,kernel/sound/soc/codecs/snd-soc-wsa883x.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-wsa884x,kernel/sound/soc/codecs/snd-soc-wsa884x.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-xlnx-formatter-pcm,kernel/sound/soc/xilinx/snd-soc-xlnx-formatter-pcm.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-xlnx-i2s,kernel/sound/soc/xilinx/snd-soc-xlnx-i2s.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-xlnx-spdif,kernel/sound/soc/xilinx/snd-soc-xlnx-spdif.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-xtfpga-i2s,kernel/sound/soc/xtensa/snd-soc-xtfpga-i2s.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-soc-zl38060,kernel/sound/soc/codecs/snd-soc-zl38060.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof,kernel/sound/soc/sof/snd-sof.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-acpi,kernel/sound/soc/sof/snd-sof-acpi.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-acpi-intel-bdw,kernel/sound/soc/sof/intel/snd-sof-acpi-intel-bdw.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-acpi-intel-byt,kernel/sound/soc/sof/intel/snd-sof-acpi-intel-byt.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-acp,kernel/sound/soc/sof/amd/snd-sof-amd-acp.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-acp63,kernel/sound/soc/sof/amd/snd-sof-amd-acp63.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-acp70,kernel/sound/soc/sof/amd/snd-sof-amd-acp70.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-rembrandt,kernel/sound/soc/sof/amd/snd-sof-amd-rembrandt.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-renoir,kernel/sound/soc/sof/amd/snd-sof-amd-renoir.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-amd-vangogh,kernel/sound/soc/sof/amd/snd-sof-amd-vangogh.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-atom,kernel/sound/soc/sof/intel/snd-sof-intel-atom.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-hda,kernel/sound/soc/sof/intel/snd-sof-intel-hda.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-hda-common,kernel/sound/soc/sof/intel/snd-sof-intel-hda-common.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-hda-generic,kernel/sound/soc/sof/intel/snd-sof-intel-hda-generic.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-hda-mlink,kernel/sound/soc/sof/intel/snd-sof-intel-hda-mlink.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-intel-hda-sdw-bpt,kernel/sound/soc/sof/intel/snd-sof-intel-hda-sdw-bpt.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci,kernel/sound/soc/sof/snd-sof-pci.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-apl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-apl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-cnl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-cnl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-icl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-icl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-lnl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-lnl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-mtl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-mtl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-nvl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-nvl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-ptl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-ptl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-skl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-skl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-tgl,kernel/sound/soc/sof/intel/snd-sof-pci-intel-tgl.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-pci-intel-tng,kernel/sound/soc/sof/intel/snd-sof-pci-intel-tng.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-probes,kernel/sound/soc/sof/snd-sof-probes.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-utils,kernel/sound/soc/sof/snd-sof-utils.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sof-xtensa-dsp,kernel/sound/soc/sof/xtensa/snd-sof-xtensa-dsp.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-sonicvibes,kernel/sound/pci/snd-sonicvibes.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-timer,kernel/sound/core/snd-timer.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-trident,kernel/sound/pci/trident/snd-trident.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-ua101,kernel/sound/usb/misc/snd-ua101.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-ump,kernel/sound/core/snd-ump.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-6fire,kernel/sound/usb/6fire/snd-usb-6fire.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-audio,kernel/sound/usb/snd-usb-audio.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-audio-qmi,kernel/sound/usb/qcom/snd-usb-audio-qmi.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-caiaq,kernel/sound/usb/caiaq/snd-usb-caiaq.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-hiface,kernel/sound/usb/hiface/snd-usb-hiface.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-line6,kernel/sound/usb/line6/snd-usb-line6.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-pod,kernel/sound/usb/line6/snd-usb-pod.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-podhd,kernel/sound/usb/line6/snd-usb-podhd.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-toneport,kernel/sound/usb/line6/snd-usb-toneport.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-us122l,kernel/sound/usb/usx2y/snd-usb-us122l.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-us144mkii,kernel/sound/usb/usx2y/snd-usb-us144mkii.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-usx2y,kernel/sound/usb/usx2y/snd-usb-usx2y.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usb-variax,kernel/sound/usb/line6/snd-usb-variax.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-usbmidi-lib,kernel/sound/usb/snd-usbmidi-lib.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-util-mem,kernel/sound/synth/snd-util-mem.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-via82xx,kernel/sound/pci/snd-via82xx.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-via82xx-modem,kernel/sound/pci/snd-via82xx-modem.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-virmidi,kernel/sound/drivers/snd-virmidi.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-virtuoso,kernel/sound/pci/oxygen/snd-virtuoso.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-vx-lib,kernel/sound/drivers/vx/snd-vx-lib.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-vx222,kernel/sound/pci/vx222/snd-vx222.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-vxpocket,kernel/sound/pcmcia/vx/snd-vxpocket.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd-ymfpci,kernel/sound/pci/ymfpci/snd-ymfpci.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
snd_xen_front,kernel/sound/xen/snd_xen_front.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
soc-usb,kernel/sound/soc/soc-usb.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
soundcore,kernel/sound/soundcore.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
virtio_snd,kernel/sound/virtio/virtio_snd.ko.zst,Yes,Sound & Audio,"Audio/sound subsystem (ALSA, codecs, PCI/USB audio) is unneeded on headless cloud VM stemcells; eliminates large attack surface."
amd_sfh,kernel/drivers/hid/amd-sfh-hid/amd_sfh.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (amd_sfh) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid,kernel/drivers/hid/hid.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-a4tech,kernel/drivers/hid/hid-a4tech.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-a4tech) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-accutouch,kernel/drivers/hid/hid-accutouch.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-accutouch) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-alps,kernel/drivers/hid/hid-alps.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-alps) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-apple,kernel/drivers/hid/hid-apple.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-apple) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-appleir,kernel/drivers/hid/hid-appleir.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-appleir) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-appletb-bl,kernel/drivers/hid/hid-appletb-bl.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-appletb-bl) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-appletb-kbd,kernel/drivers/hid/hid-appletb-kbd.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-appletb-kbd) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-asus,kernel/drivers/hid/hid-asus.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-asus) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-aureal,kernel/drivers/hid/hid-aureal.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-aureal) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-axff,kernel/drivers/hid/hid-axff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-axff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-belkin,kernel/drivers/hid/hid-belkin.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-belkin) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-betopff,kernel/drivers/hid/hid-betopff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-betopff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-bigbenff,kernel/drivers/hid/hid-bigbenff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-bigbenff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-cherry,kernel/drivers/hid/hid-cherry.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-cherry) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-chicony,kernel/drivers/hid/hid-chicony.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-chicony) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-cmedia,kernel/drivers/hid/hid-cmedia.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-cmedia) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-corsair,kernel/drivers/hid/hid-corsair.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-corsair) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-corsair-void,kernel/drivers/hid/hid-corsair-void.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-corsair-void) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-cougar,kernel/drivers/hid/hid-cougar.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-cougar) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-cp2112,kernel/drivers/hid/hid-cp2112.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-cp2112) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-creative-sb0540,kernel/drivers/hid/hid-creative-sb0540.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-creative-sb0540) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-cypress,kernel/drivers/hid/hid-cypress.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-cypress) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-dr,kernel/drivers/hid/hid-dr.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-dr) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-elan,kernel/drivers/hid/hid-elan.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-elan) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-elecom,kernel/drivers/hid/hid-elecom.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-elecom) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-elo,kernel/drivers/hid/hid-elo.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-elo) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-emsff,kernel/drivers/hid/hid-emsff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-emsff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-evision,kernel/drivers/hid/hid-evision.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-evision) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-ezkey,kernel/drivers/hid/hid-ezkey.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-ezkey) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-ft260,kernel/drivers/hid/hid-ft260.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-ft260) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-gaff,kernel/drivers/hid/hid-gaff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-gaff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-gembird,kernel/drivers/hid/hid-gembird.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-gembird) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-gfrm,kernel/drivers/hid/hid-gfrm.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-gfrm) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-glorious,kernel/drivers/hid/hid-glorious.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-glorious) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-goodix-spi,kernel/drivers/hid/hid-goodix-spi.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-goodix-spi) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-google-hammer,kernel/drivers/hid/hid-google-hammer.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-google-hammer) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-google-stadiaff,kernel/drivers/hid/hid-google-stadiaff.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-google-stadiaff) for gamepads/specialty keyboards unneeded on headless server stemcells.
hid-gt683r,kernel/drivers/hid/hid-gt683r.ko.zst,Yes,Specialized HID Devices,Consumer HID hardware driver (hid-gt683r) for gamepads/specialty keyboards unneeded on headless server stemcells.
